scenario,original_event,increment_cash,start,end,method
S0_0_paid_open_5,0,-8419.451604129958,2020-01-02,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,64,722.2874263000049,2024-02-20,2024-02-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,65,1149.1790989000037,2024-02-28,2024-03-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,66,161.33827855000345,2024-03-19,2024-04-26,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,67,-827.6620738999954,2024-04-29,2024-05-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,68,230.2949564000046,2024-05-20,2024-06-06,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,69,-17.264167350000207,2024-06-07,2024-07-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,7,-184.08419569999387,2020-05-20,2020-06-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,70,709.7563100500083,2024-07-02,2024-07-31,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,71,994.1019977000033,2024-08-01,2024-08-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,72,122.54719889999978,2024-08-09,2024-08-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,73,171.18707415000972,2024-08-26,2024-09-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,74,-866.6122581499876,2024-09-25,2024-11-07,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,75,831.9032296500118,2024-11-08,2024-11-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,76,353.73000200000024,2024-11-20,2024-11-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,77,-43.206537499998376,2024-11-28,2024-12-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,78,-64.35655009999755,2024-12-06,2024-12-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,79,-202.39086284999212,2024-12-20,2025-01-07,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,8,-720.7323172999895,2020-06-17,2020-07-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,80,310.46945075002077,2025-01-08,2025-02-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,81,364.9357045500001,2025-02-24,2025-03-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,82,-346.4339560999979,2025-03-05,2025-03-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,83,38.87072789999729,2025-03-25,2025-04-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,84,272.86339155000314,2025-04-10,2025-04-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,85,-1301.3101530499844,2025-04-22,2025-05-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,86,90.07177335000233,2025-05-30,2025-06-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,87,-183.65253799999846,2025-06-19,2025-07-03,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,88,-278.4747378999891,2025-07-04,2025-07-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,89,1080.4392712310291,2025-07-29,2025-09-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,9,-29.13925489999383,2020-07-30,2020-08-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,90,54.3892036320176,2025-09-11,2025-09-22,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,91,1944.439849988994,2025-09-23,2025-10-15,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,92,8875.465377552056,2025-10-16,2025-11-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,93,-127.10570495401043,2025-12-01,2025-12-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,94,1084.0128017399984,2025-12-10,2025-12-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,95,-1391.7448840590077,2025-12-18,2026-01-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,96,1390.8955221330107,2026-01-12,2026-01-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,97,-720.0980170739931,2026-02-02,2026-02-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,98,1547.3026574550022,2026-02-26,2026-03-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_5,99,-4378.297753952938,2026-03-10,2026-05-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,0,-157.54321109999728,2020-01-02,2020-01-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,1,1949.079106900008,2020-01-10,2020-02-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,10,78.18437660000563,2020-08-13,2020-08-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,100,2211.521015628081,2026-05-12,2026-07-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,101,385.3456797920371,2026-07-10,2026-08-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,102,252.20576889900258,2026-08-05,2026-08-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,103,408.1728740310209,2026-08-17,2026-08-26,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,104,547.594618203002,2026-08-27,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,11,-334.9180913999917,2020-08-28,2020-10-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,12,91.65736630000538,2020-10-13,2020-10-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,13,-410.1056821999955,2020-10-21,2020-11-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,14,-19.11365979999755,2020-11-16,2020-12-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,15,-564.9512063999864,2020-12-02,2021-02-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,16,172.0104390000197,2021-02-05,2021-03-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,17,-57.645625199998904,2021-03-17,2021-03-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,18,-48.57923470000242,2021-03-31,2021-04-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,19,-336.06567499998346,2021-04-20,2021-06-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_locked_open_5,2,426.7480562000019,2020-02-11,2020-03-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
